title;link
The Satsuma Complex;www.goodreads.com/book/show/61401116-the-satsuma-complex
Someone Else's Bucket List;www.goodreads.com/book/show/62593654-someone-else-s-bucket-list
So Thirsty;www.goodreads.com/book/show/203608552-so-thirsty
Falling Down (The Boy in the Iron Box, #1);www.goodreads.com/book/show/212510254-falling-down
The Accidental Further Adventures of the Hundred-Year-Old Man (The Hundred-Year-Old Man, #2);www.goodreads.com/book/show/38750904-the-accidental-further-adventures-of-the-hundred-year-old-man
A Wrinkle in Time (A Wrinkle in Time Quintet, #1);www.goodreads.com/book/show/18131.A_Wrinkle_in_Time
Pippi Longstocking (Pippi Långstrump, #1);www.goodreads.com/book/show/19302.Pippi_Longstocking
The Very Hungry Caterpillar;www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar
The Boxcar Children (The Boxcar Children, #1);www.goodreads.com/book/show/297249.The_Boxcar_Children
James and the Giant Peach;www.goodreads.com/book/show/6689.James_and_the_Giant_Peach
Madeline;www.goodreads.com/book/show/475339.Madeline
The BFG;www.goodreads.com/book/show/6319.The_BFG
Amelia Bedelia  (Amelia Bedelia, #1);www.goodreads.com/book/show/774001.Amelia_Bedelia
A Light in the Attic;www.goodreads.com/book/show/30118.A_Light_in_the_Attic
The Witches;www.goodreads.com/book/show/6327.The_Witches
Corduroy;www.goodreads.com/book/show/231850.Corduroy
Ramona Quimby, Age 8 (Ramona, #6);www.goodreads.com/book/show/91253.Ramona_Quimby_Age_8
The Phantom Tollbooth;www.goodreads.com/book/show/378.The_Phantom_Tollbooth
From the Mixed-Up Files of Mrs. Basil E. Frankweiler;www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
One Fish, Two Fish, Red Fish, Blue Fish;www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish
Nancy Drew: Girl Detective: #1-4;www.goodreads.com/book/show/32975.Nancy_Drew
The Poky Little Puppy;www.goodreads.com/book/show/505304.The_Poky_Little_Puppy
Sideways Stories from Wayside School (Wayside School, #1);www.goodreads.com/book/show/15779.Sideways_Stories_from_Wayside_School
Tales of a Fourth Grade Nothing (Fudge, #1);www.goodreads.com/book/show/37741.Tales_of_a_Fourth_Grade_Nothing
The Monster at the End of this Book;www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book
The Wind in the Willows;www.goodreads.com/book/show/5659.The_Wind_in_the_Willows
Harriet the Spy;www.goodreads.com/book/show/232576.Harriet_the_Spy
Ramona the Pest (Ramona, #2);www.goodreads.com/book/show/78039.Ramona_the_Pest
Peter Pan;www.goodreads.com/book/show/34268.Peter_Pan
The Indian in the Cupboard (The Indian in the Cupboard, #1);www.goodreads.com/book/show/125404.The_Indian_in_the_Cupboard
Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1);www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH
Superfudge (Fudge, #3);www.goodreads.com/book/show/80674.Superfudge
The Complete Fairy Tales;www.goodreads.com/book/show/46306.The_Complete_Fairy_Tales
Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1);www.goodreads.com/book/show/281235.Bunnicula
Beezus and Ramona (Ramona, #1);www.goodreads.com/book/show/91244.Beezus_and_Ramona
The Black Stallion (The Black Stallion, #1);www.goodreads.com/book/show/272895.The_Black_Stallion
Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1);www.goodreads.com/book/show/789344.Encyclopedia_Brown_Boy_Detective
Baby-Sitters Club Boxed Set #1 (The Baby-Sitters Club, #1-4);www.goodreads.com/book/show/38418.Baby_Sitters_Club_Boxed_Set_1
Treasure Island;www.goodreads.com/book/show/295.Treasure_Island
The Borrowers (The Borrowers, #1);www.goodreads.com/book/show/348573.The_Borrowers
Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1);www.goodreads.com/book/show/25051.Mrs_Piggle_Wiggle
The Mouse and the Motorcycle (Ralph S. Mouse, #1);www.goodreads.com/book/show/232109.The_Mouse_and_the_Motorcycle
Misty of Chincoteague (Misty, #1);www.goodreads.com/book/show/17461.Misty_of_Chincoteague
Tuck Everlasting;www.goodreads.com/book/show/84981.Tuck_Everlasting
Stuart Little;www.goodreads.com/book/show/138959.Stuart_Little
The Long Winter (Little House, #6);www.goodreads.com/book/show/8282.The_Long_Winter
My Side of the Mountain (Mountain, #1);www.goodreads.com/book/show/41667.My_Side_of_the_Mountain
Make Way for Ducklings;www.goodreads.com/book/show/29291.Make_Way_for_Ducklings
Rikki-Tikki-Tavi;www.goodreads.com/book/show/577542.Rikki_Tikki_Tavi
Prince Caspian (Chronicles of Narnia, #2);www.goodreads.com/book/show/121749.Prince_Caspian
The Little Engine That Could;www.goodreads.com/book/show/824204.The_Little_Engine_That_Could
How to Eat Fried Worms;www.goodreads.com/book/show/322351.How_to_Eat_Fried_Worms
The Trumpet of the Swan;www.goodreads.com/book/show/24335.The_Trumpet_of_the_Swan
Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs, #1);www.goodreads.com/book/show/8073.Cloudy_With_a_Chance_of_Meatballs
Alexander and the Terrible, Horrible, No Good, Very Bad Day;www.goodreads.com/book/show/46677.Alexander_and_the_Terrible_Horrible_No_Good_Very_Bad_Day
Mr. Popper's Penguins;www.goodreads.com/book/show/61549.Mr_Popper_s_Penguins
Eragon (The Inheritance Cycle, #1);www.goodreads.com/book/show/113436.Eragon
Speak;www.goodreads.com/book/show/39280444-speak
The Bad Beginning (A Series of Unfortunate Events, #1);www.goodreads.com/book/show/78411.The_Bad_Beginning
Number the Stars;www.goodreads.com/book/show/47281.Number_the_Stars
Artemis Fowl (Artemis Fowl, #1);www.goodreads.com/book/show/249747.Artemis_Fowl
Stargirl (Stargirl, #1);www.goodreads.com/book/show/22232.Stargirl
The Sisterhood of the Traveling Pants (Sisterhood, #1);www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
The City of Ember (Book of Ember, #1);www.goodreads.com/book/show/307791.The_City_of_Ember
Coraline;www.goodreads.com/book/show/17061.Coraline
Paper Towns;www.goodreads.com/book/show/6442769-paper-towns
Hatchet (Brian's Saga, #1);www.goodreads.com/book/show/50.Hatchet
Just Listen;www.goodreads.com/book/show/51738.Just_Listen
Matched (Matched, #1);www.goodreads.com/book/show/7735333-matched
The Truth About Forever;www.goodreads.com/book/show/51737.The_Truth_About_Forever
I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1);www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
Princess Academy (Princess Academy, #1);www.goodreads.com/book/show/85990.Princess_Academy
Delirium (Delirium, #1);www.goodreads.com/book/show/11614718-delirium
Because of Winn-Dixie;www.goodreads.com/book/show/357664.Because_of_Winn_Dixie
Legend (Legend, #1);www.goodreads.com/book/show/9275658-legend
The Goose Girl (The Books of Bayern, #1);www.goodreads.com/book/show/179064.The_Goose_Girl
The Graveyard Book;www.goodreads.com/book/show/2213661.The_Graveyard_Book
Walk Two Moons;www.goodreads.com/book/show/53496.Walk_Two_Moons
Fablehaven (Fablehaven, #1);www.goodreads.com/book/show/44652.Fablehaven
Flipped;www.goodreads.com/book/show/331920.Flipped
The Absolutely True Diary of a Part-Time Indian;www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian
Among the Hidden (Shadow Children, #1);www.goodreads.com/book/show/227651.Among_the_Hidden
The Princess Diaries (The Princess Diaries, #1);www.goodreads.com/book/show/38980.The_Princess_Diaries
The Subjection of Women;www.goodreads.com/book/show/677591.The_Subjection_of_Women
Revolution from Within;www.goodreads.com/book/show/335090.Revolution_from_Within
Sexual Politics;www.goodreads.com/book/show/257649.Sexual_Politics
Delusions of Gender: How Our Minds, Society, and Neurosexism Create Difference;www.goodreads.com/book/show/8031168-delusions-of-gender
Bitch: In Praise of Difficult Women;www.goodreads.com/book/show/179512.Bitch
The Bloody Chamber and Other Stories;www.goodreads.com/book/show/49011.The_Bloody_Chamber_and_Other_Stories
Manifesta: Young Women, Feminism, and the Future;www.goodreads.com/book/show/98521.Manifesta
The Tenant of Wildfell Hall;www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall
Invisible Women: Data Bias in a World Designed for Men;www.goodreads.com/book/show/41104077-invisible-women
The Robber Bride;www.goodreads.com/book/show/17650.The_Robber_Bride
Woman on the Edge of Time;www.goodreads.com/book/show/772888.Woman_on_the_Edge_of_Time
Pornography: Men Possessing Women;www.goodreads.com/book/show/163256.Pornography
Fat Is a Feminist Issue;www.goodreads.com/book/show/468872.Fat_Is_a_Feminist_Issue
In the Time of the Butterflies;www.goodreads.com/book/show/11206.In_the_Time_of_the_Butterflies
Colonize This!: Young Women of Color on Today's Feminism;www.goodreads.com/book/show/61442.Colonize_This_
The Hours;www.goodreads.com/book/show/11899.The_Hours
A Room of One's Own / Three Guineas;www.goodreads.com/book/show/52228.A_Room_of_One_s_Own_Three_Guineas
Feminism: The Essential Historical Writings;www.goodreads.com/book/show/176390.Feminism
Madame Bovary;www.goodreads.com/book/show/2175.Madame_Bovary
The Female Man;www.goodreads.com/book/show/908311.The_Female_Man
Men Explain Things to Me;www.goodreads.com/book/show/18528190-men-explain-things-to-me
How to Suppress Women's Writing;www.goodreads.com/book/show/1047343.How_to_Suppress_Women_s_Writing
The Creation of Patriarchy;www.goodreads.com/book/show/499353.The_Creation_of_Patriarchy
Americanah;www.goodreads.com/book/show/15796700-americanah
When God Was a Woman;www.goodreads.com/book/show/30858.When_God_Was_a_Woman
The Penelopiad;www.goodreads.com/book/show/17645.The_Penelopiad
The Color of Violence: The Incite! Anthology;www.goodreads.com/book/show/342834.The_Color_of_Violence
For Her Own Good: Two Centuries of the Experts' Advice to Women;www.goodreads.com/book/show/24455.For_Her_Own_Good
Native Tongue (Native Tongue, #1);www.goodreads.com/book/show/285563.Native_Tongue
Stone Butch Blues;www.goodreads.com/book/show/139569.Stone_Butch_Blues
Of Woman Born: Motherhood as Experience and Institution;www.goodreads.com/book/show/305826.Of_Woman_Born
The Edible Woman;www.goodreads.com/book/show/133445.The_Edible_Woman
The Dialectic of Sex: The Case for Feminist Revolution;www.goodreads.com/book/show/96712.The_Dialectic_of_Sex
Intercourse;www.goodreads.com/book/show/163265.Intercourse
Outrageous Acts and Everyday Rebellions;www.goodreads.com/book/show/99177.Outrageous_Acts_and_Everyday_Rebellions
Where the Girls Are: Growing Up Female with the Mass Media;www.goodreads.com/book/show/79287.Where_the_Girls_Are
Oranges Are Not the Only Fruit;www.goodreads.com/book/show/15055.Oranges_Are_Not_the_Only_Fruit
Cat’s Eye;www.goodreads.com/book/show/51019.Cat_s_Eye
Howards End;www.goodreads.com/book/show/38374795-howards-end
Even Cowgirls Get the Blues;www.goodreads.com/book/show/7572.Even_Cowgirls_Get_the_Blues
My Brilliant Friend (Neapolitan Novels, #1);www.goodreads.com/book/show/35036409-my-brilliant-friend
Valley of the Dolls;www.goodreads.com/book/show/50833.Valley_of_the_Dolls
Bastard Out of Carolina;www.goodreads.com/book/show/25354.Bastard_Out_of_Carolina
Sexing the Cherry;www.goodreads.com/book/show/15050.Sexing_the_Cherry
Feminism without Borders: Decolonizing Theory, Practicing Solidarity;www.goodreads.com/book/show/151266.Feminism_without_Borders
Global Woman: Nannies, Maids, and Sex Workers in the New Economy;www.goodreads.com/book/show/24454.Global_Woman
The Verbally Abusive Relationship: How to Recognize It and How to Respond;www.goodreads.com/book/show/402366.The_Verbally_Abusive_Relationship
Syrian Brides;www.goodreads.com/book/show/43230472-syrian-brides
The Jamange Line;www.goodreads.com/book/show/199292409-the-jamange-line
Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions;www.goodreads.com/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
Lady Chatterley's Lover;www.goodreads.com/book/show/49583709-lady-chatterley-s-lover
The Paper Bag Princess;www.goodreads.com/book/show/240130.The_Paper_Bag_Princess
Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment;www.goodreads.com/book/show/353598.Black_Feminist_Thought
Everyday Sexism;www.goodreads.com/book/show/21251323-everyday-sexism
Bitches, Bimbos, and Ballbreakers: The Guerrilla Girls' Illustrated Guide to Female Stereotypes;www.goodreads.com/book/show/370113.Bitches_Bimbos_and_Ballbreakers
Three Guineas;www.goodreads.com/book/show/18854.Three_Guineas
The Prime of Miss Jean Brodie;www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie
The Lover;www.goodreads.com/book/show/275.The_Lover
The Bitch in the House: 26 Women Tell the Truth About Sex, Solitude, Work, Motherhood, and Marriage;www.goodreads.com/book/show/347954.The_Bitch_in_the_House
My Secret Garden: Women's Sexual Fantasies;www.goodreads.com/book/show/2997.My_Secret_Garden
Angela's Ashes;www.goodreads.com/book/show/347884.Angela_s_Ashes
The Golden Notebook;www.goodreads.com/book/show/24100.The_Golden_Notebook
The Curse of Damini;www.goodreads.com/book/show/26182796-the-curse-of-damini
King Lear;www.goodreads.com/book/show/12938.King_Lear
Gyn/Ecology: The Metaethics of Radical Feminism;www.goodreads.com/book/show/643679.Gyn_Ecology
Sister Citizen: Shame, Stereotypes, and Black Women in America;www.goodreads.com/book/show/11099156-sister-citizen
The Gate to Women's Country;www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country
When She Woke;www.goodreads.com/book/show/11045709-when-she-woke
Moll Flanders;www.goodreads.com/book/show/38262.Moll_Flanders
The Revolution Starts at Home: Confronting Intimate Violence Within Activist Communities;www.goodreads.com/book/show/8170980-the-revolution-starts-at-home
The Piano Teacher;www.goodreads.com/book/show/219879.The_Piano_Teacher
How the Pro-Choice Movement Saved America: Freedom, Politics and the War on Sex;www.goodreads.com/book/show/340704.How_the_Pro_Choice_Movement_Saved_America
My Life on the Road;www.goodreads.com/book/show/15451058-my-life-on-the-road
Asking for It: The Alarming Rise of Rape Culture and What We Can Do about It;www.goodreads.com/book/show/17836520-asking-for-it
Enlightened Sexism: The Seductive Message That Feminism's Work Is Done;www.goodreads.com/book/show/7201148-enlightened-sexism
White Teeth;www.goodreads.com/book/show/3711.White_Teeth
We Have Always Lived in the Castle;www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle
The Elegance of the Hedgehog;www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog
Cranford;www.goodreads.com/book/show/182381.Cranford
Cold Comfort Farm;www.goodreads.com/book/show/92780.Cold_Comfort_Farm
The Accidental Tourist;www.goodreads.com/book/show/60792.The_Accidental_Tourist
Bridget Jones’s Diary (Bridget Jones, #1);www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary
The Haunting of Hill House;www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House
The Earthsea Trilogy (Earthsea Cycle, #1-3);www.goodreads.com/book/show/1170158.The_Earthsea_Trilogy
Practical Magic (Practical Magic, #1);www.goodreads.com/book/show/22896.Practical_Magic
The Song of Achilles;www.goodreads.com/book/show/11250317-the-song-of-achilles
84, Charing Cross Road;www.goodreads.com/book/show/368916.84_Charing_Cross_Road
Half of a Yellow Sun;www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun
The Year of the Flood (MaddAddam, #2);www.goodreads.com/book/show/6080337-the-year-of-the-flood
Mistress Suffragette;www.goodreads.com/book/show/34521870-mistress-suffragette
Eleanor & Park;www.goodreads.com/book/show/15745753-eleanor-park
Call Me Irresistible (Wynette, Texas, #6);www.goodreads.com/book/show/8437379-call-me-irresistible
The Complete Stories;www.goodreads.com/book/show/284996.The_Complete_Stories
Beard in Mind (Winston Brothers, #4);www.goodreads.com/book/show/30315673-beard-in-mind
Brokeback Mountain;www.goodreads.com/book/show/1627.Brokeback_Mountain
The Vampire Lestat (The Vampire Chronicles, #2);www.goodreads.com/book/show/43814.The_Vampire_Lestat
Wives and Daughters;www.goodreads.com/book/show/383206.Wives_and_Daughters
Gaudy Night (Lord Peter Wimsey, #12);www.goodreads.com/book/show/93575.Gaudy_Night
The Casual Vacancy;www.goodreads.com/book/show/13497818-the-casual-vacancy
The History of Love;www.goodreads.com/book/show/3867.The_History_of_Love
Station Eleven;www.goodreads.com/book/show/20170404-station-eleven
Mansfield Park;www.goodreads.com/book/show/45032.Mansfield_Park
Strong Poison (Lord Peter Wimsey, #6);www.goodreads.com/book/show/246225.Strong_Poison
The Guns of August;www.goodreads.com/book/show/11366.The_Guns_of_August
Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose;www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief
Mythology;www.goodreads.com/book/show/23522.Mythology
A Raisin in the Sun;www.goodreads.com/book/show/5517.A_Raisin_in_the_Sun
Memoirs of Hadrian;www.goodreads.com/book/show/12172.Memoirs_of_Hadrian
The Golem and the Jinni (The Golem and the Jinni, #1);www.goodreads.com/book/show/15819028-the-golem-and-the-jinni
Where the Crawdads Sing;www.goodreads.com/book/show/36809135-where-the-crawdads-sing
O Pioneers!;www.goodreads.com/book/show/140963.O_Pioneers_
Life After Life (Todd Family, #1);www.goodreads.com/book/show/15790842-life-after-life
Agnes Grey;www.goodreads.com/book/show/298230.Agnes_Grey
The House on Mango Street;www.goodreads.com/book/show/139253.The_House_on_Mango_Street
Memoirs of a Dutiful Daughter;www.goodreads.com/book/show/164006.Memoirs_of_a_Dutiful_Daughter
What Remains: A Memoir of Fate, Friendship, and Love;www.goodreads.com/book/show/851678.What_Remains
Hypocrite in a Pouffy White Dress: Tales of Growing up Groovy and Clueless;www.goodreads.com/book/show/332961.Hypocrite_in_a_Pouffy_White_Dress
Please Stop Laughing at Me... One Woman's Inspirational Story;www.goodreads.com/book/show/18931.Please_Stop_Laughing_at_Me_One_Woman_s_Inspirational_Story
Unbearable Lightness: A Story of Loss and Gain;www.goodreads.com/book/show/9219901-unbearable-lightness
Confessions of a Prairie Bitch: How I Survived Nellie Oleson and Learned to Love Being Hated;www.goodreads.com/book/show/7284508-confessions-of-a-prairie-bitch
Wishful Drinking;www.goodreads.com/book/show/4961048-wishful-drinking
Autistic blessings and Bipolar me.: A Frank and Brutally Honest Diary of a Mother with Bipolar and Her Two Autistic Boys;www.goodreads.com/book/show/25189169-autistic-blessings-and-bipolar-me
Candy Girl: A Year in the Life of an Unlikely Stripper;www.goodreads.com/book/show/29486.Candy_Girl
Agatha Christie: An Autobiography;www.goodreads.com/book/show/16301.Agatha_Christie
Life and Death in Shanghai;www.goodreads.com/book/show/537404.Life_and_Death_in_Shanghai
The Flame Trees of Thika: Memories of an African Childhood;www.goodreads.com/book/show/5137.The_Flame_Trees_of_Thika
Inside the Kingdom: My Life in Saudi Arabia;www.goodreads.com/book/show/266233.Inside_the_Kingdom
Is Everyone Hanging Out Without Me?;www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me
The Story of the Trapp Family Singers;www.goodreads.com/book/show/3547902-the-story-of-the-trapp-family-singers
Slave: My True Story;www.goodreads.com/book/show/178460.Slave
Unwifeable: A Memoir;www.goodreads.com/book/show/35297265-unwifeable
Bone Black;www.goodreads.com/book/show/51394.Bone_Black
And So It Goes: Adventures in Television;www.goodreads.com/book/show/39563.And_So_It_Goes
The Bookseller of Kabul;www.goodreads.com/book/show/9838.The_Bookseller_of_Kabul
Comfort Me with Apples: More Adventures at the Table;www.goodreads.com/book/show/8725.Comfort_Me_with_Apples
Memories of a Catholic Girlhood;www.goodreads.com/book/show/11292.Memories_of_a_Catholic_Girlhood
The Zookeeper's Wife: A War Story;www.goodreads.com/book/show/32722510-the-zookeeper-s-wife
Refuge: An Unnatural History of Family and Place;www.goodreads.com/book/show/820924.Refuge
Reflections of Mamie - A Story of Survival;www.goodreads.com/book/show/17951219-reflections-of-mamie---a-story-of-survival
Sky Burial: An Epic Love Story of Tibet;www.goodreads.com/book/show/183845.Sky_Burial
Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High;www.goodreads.com/book/show/356609.Warriors_Don_t_Cry
My Life with the Chimpanzees;www.goodreads.com/book/show/135483.My_Life_with_the_Chimpanzees
Goodnight, and Thanks for the Vodka [2002];www.goodreads.com/book/show/25547711-goodnight-and-thanks-for-the-vodka-2002
Furiously Happy: A Funny Book About Horrible Things;www.goodreads.com/book/show/23848559-furiously-happy
Pentimento;www.goodreads.com/book/show/275474.Pentimento
Testament of Youth;www.goodreads.com/book/show/374388.Testament_of_Youth
The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less;www.goodreads.com/book/show/1079701.The_Prize_Winner_of_Defiance_Ohio
Shattered Dreams: My Life as a Polygamist's Wife;www.goodreads.com/book/show/275893.Shattered_Dreams
French Illusions: My Story as an American Au Pair in the Loire Valley (Book 1);www.goodreads.com/book/show/16163867-french-illusions
Relish: My Life in the Kitchen;www.goodreads.com/book/show/15786110-relish
Dead Man Walking: The Eyewitness Account Of The Death Penalty That Sparked a National Debate;www.goodreads.com/book/show/133793.Dead_Man_Walking
Reversible Skirt;www.goodreads.com/book/show/10825493-reversible-skirt
Loose Girl: A Memoir of Promiscuity;www.goodreads.com/book/show/2249920.Loose_Girl
A Song Flung Up to Heaven;www.goodreads.com/book/show/13218.A_Song_Flung_Up_to_Heaven
Janet Frame: An Autobiography (Autobiography, #1-3);www.goodreads.com/book/show/153330.Janet_Frame
If I Am Missing or Dead: A Sister's Story of Love, Murder, and Liberation;www.goodreads.com/book/show/413965.If_I_Am_Missing_or_Dead
Lakota Woman;www.goodreads.com/book/show/60892.Lakota_Woman
Go West, Young Woman!: From Military Wife to Country Life;www.goodreads.com/book/show/30820701-go-west-young-woman
Beautiful Affliction;www.goodreads.com/book/show/26077060-beautiful-affliction
Garbage Bag Suitcase: A Memoir;www.goodreads.com/book/show/29465663-garbage-bag-suitcase
Please Don't Eat the Daisies;www.goodreads.com/book/show/1235257.Please_Don_t_Eat_the_Daisies
Drinking: A Love Story;www.goodreads.com/book/show/73965.Drinking
Come to the Edge;www.goodreads.com/book/show/10338405-come-to-the-edge
Almost a Woman;www.goodreads.com/book/show/111099.Almost_a_Woman
Slings & Arrows;www.goodreads.com/book/show/5959158-slings-arrows
This Time Together: Laughter and Reflection;www.goodreads.com/book/show/7521400-this-time-together
Dancing on My Grave;www.goodreads.com/book/show/39034.Dancing_on_My_Grave
Stolen Innocence;www.goodreads.com/book/show/2659997-stolen-innocence
Brain on Fire: My Month of Madness;www.goodreads.com/book/show/13547180-brain-on-fire
Hunger: A Memoir of (My) Body;www.goodreads.com/book/show/26074156-hunger
I Have Lived A Thousand Years: Growing Up In The Holocaust;www.goodreads.com/book/show/48834.I_Have_Lived_A_Thousand_Years
The Grass Is Always Greener over the Septic Tank;www.goodreads.com/book/show/432288.The_Grass_Is_Always_Greener_over_the_Septic_Tank
Voluntary Nomads: A Mother's Memories of Foreign Service Family Life;www.goodreads.com/book/show/12874931-voluntary-nomads
The Daughter Of Kurdland: A Life Dedicated to Humankind;www.goodreads.com/book/show/55506538-the-daughter-of-kurdland
True North: A Memoir;www.goodreads.com/book/show/107426.True_North
Red Azalea: A Memoir;www.goodreads.com/book/show/92936.Red_Azalea
When I Was Puerto Rican;www.goodreads.com/book/show/25419.When_I_Was_Puerto_Rican
One Hundred Demons;www.goodreads.com/book/show/29011.One_Hundred_Demons
Kabul Beauty School: An American Woman Goes Behind the Veil;www.goodreads.com/book/show/316558.Kabul_Beauty_School
An American Childhood;www.goodreads.com/book/show/12528.An_American_Childhood
Love, Janis;www.goodreads.com/book/show/387218.Love_Janis
Mennonite in a Little Black Dress: A Memoir of Going Home;www.goodreads.com/book/show/6365221-mennonite-in-a-little-black-dress
Tomboy: A Graphic Memoir;www.goodreads.com/book/show/20256612-tomboy
If You Ask Me;www.goodreads.com/book/show/9972053-if-you-ask-me
Queen of the Road: The True Tale of 47 States, 22,000 Miles, 200 Shoes, 2 Cats, 1 Poodle, a Husband, and a Bus with a Will of Its Own;www.goodreads.com/book/show/2280393.Queen_of_the_Road
Are You My Mother? A Comic Drama;www.goodreads.com/book/show/11566956-are-you-my-mother-a-comic-drama
Change Me into Zeus's Daughter: A Memoir;www.goodreads.com/book/show/181433.Change_Me_into_Zeus_s_Daughter
Living My Life;www.goodreads.com/book/show/51695.Living_My_Life
Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office;www.goodreads.com/book/show/27126.Bitter_Is_the_New_Black
"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""";www.goodreads.com/book/show/20588698-not-that-kind-of-girl
Unbowed;www.goodreads.com/book/show/201111.Unbowed
Knee Deep in Paradise;www.goodreads.com/book/show/354481.Knee_Deep_in_Paradise
Cherry;www.goodreads.com/book/show/217402.Cherry
Shadows of the Workhouse;www.goodreads.com/book/show/3925836-shadows-of-the-workhouse
Half Broke Horses;www.goodreads.com/book/show/6366437-half-broke-horses
#uncensored: inside the animal liberation movement;www.goodreads.com/book/show/39693511-uncensored
My Prison Without Bars: The Journey of a Damaged Woman to Someplace Normal;www.goodreads.com/book/show/16109612-my-prison-without-bars
In the Shadow of Man;www.goodreads.com/book/show/135486.In_the_Shadow_of_Man
Fat Girl: A True Story;www.goodreads.com/book/show/284345.Fat_Girl
Daughter of the Saints: Growing Up in Polygamy;www.goodreads.com/book/show/579956.Daughter_of_the_Saints
The Boys of My Youth;www.goodreads.com/book/show/202372.The_Boys_of_My_Youth
Daughter of the Queen of Sheba: A Memoir;www.goodreads.com/book/show/114466.Daughter_of_the_Queen_of_Sheba
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary;www.goodreads.com/book/show/30851.A_Woman_in_Berlin
The Collected Autobiographies of Maya Angelou;www.goodreads.com/book/show/13206.The_Collected_Autobiographies_of_Maya_Angelou
My Invented Country: A Nostalgic Journey Through Chile;www.goodreads.com/book/show/16528.My_Invented_Country
Life Among the Savages;www.goodreads.com/book/show/131191.Life_Among_the_Savages
Story of My Life: The Autobiography of George Sand;www.goodreads.com/book/show/104263.Story_of_My_Life
The Sum of Our Days;www.goodreads.com/book/show/1991383.The_Sum_of_Our_Days
The Real James Herriot: A Memoir of My Father;www.goodreads.com/book/show/38737.The_Real_James_Herriot
Pillar of Fire: America in the King Years 1963-65;www.goodreads.com/book/show/79356.Pillar_of_Fire
The Chancellor: The Remarkable Odyssey of Angela Merkel;www.goodreads.com/book/show/56897484-the-chancellor
Obama's Wars;www.goodreads.com/book/show/9297629-obama-s-wars
Malcolm X: A Life of Reinvention;www.goodreads.com/book/show/7940589-malcolm-x
When Character Was King: A Story of Ronald Reagan;www.goodreads.com/book/show/83060.When_Character_Was_King
Frida Kahlo: 1907-1954 Pain and Passion;www.goodreads.com/book/show/772976.Frida_Kahlo
Steve Jobs: The Unauthorized Autobiography;www.goodreads.com/book/show/23294226-steve-jobs
Andrew Jackson: His Life and Times;www.goodreads.com/book/show/101425.Andrew_Jackson
Diana: Her True Story;www.goodreads.com/book/show/452716.Diana
Muhammad, the World-Changer: An Intimate Portrait;www.goodreads.com/book/show/56268993-muhammad-the-world-changer
Alan Turing: The Enigma;www.goodreads.com/book/show/150731.Alan_Turing
Dark Lover: The Life and Death of Rudolph Valentino;www.goodreads.com/book/show/2101863.Dark_Lover
The True History of the Elephant Man: The Definitive Account of the Tragic and Extraordinary Life of Joseph Carey Merrick;www.goodreads.com/book/show/156380.The_True_History_of_the_Elephant_Man
Patton: A Genius for War;www.goodreads.com/book/show/236017.Patton
Rebel Yell: The Violence, Passion, and Redemption of Stonewall Jackson;www.goodreads.com/book/show/18144074-rebel-yell
Jimi Hendrix: Black Legacy;www.goodreads.com/book/show/43720562-jimi-hendrix
Churchill: A Biography;www.goodreads.com/book/show/143628.Churchill
