title;link
Darkfever (Fever, #1);www.goodreads.com/book/show/112750.Darkfever
Dead Until Dark (Sookie Stackhouse, #1);www.goodreads.com/book/show/301082.Dead_Until_Dark
City of Bones (The Mortal Instruments, #1);www.goodreads.com/book/show/256683.City_of_Bones
Hush, Hush (Hush, Hush, #1);www.goodreads.com/book/show/6339664-hush-hush
The Darkest Night (Lords of the Underworld, #1);www.goodreads.com/book/show/476543.The_Darkest_Night
Slave to Sensation (Psy-Changeling, #1);www.goodreads.com/book/show/178476.Slave_to_Sensation
Cry Wolf (Alpha & Omega, #1);www.goodreads.com/book/show/2355575.Cry_Wolf
Kiss of Midnight (Midnight Breed,  #1);www.goodreads.com/book/show/704043.Kiss_of_Midnight
Marked (House of Night, #1);www.goodreads.com/book/show/30183.Marked
Pleasure Unbound (Demonica, #1);www.goodreads.com/book/show/2679633-pleasure-unbound
Guilty Pleasures (Anita Blake, Vampire Hunter, #1);www.goodreads.com/book/show/30281.Guilty_Pleasures
The Warlord Wants Forever (Immortals After Dark, #0.5);www.goodreads.com/book/show/6388558-the-warlord-wants-forever
Shiver (The Wolves of Mercy Falls, #1);www.goodreads.com/book/show/6068551-shiver
Fallen (Fallen, #1);www.goodreads.com/book/show/6487308-fallen
Bloodlines (Bloodlines, #1);www.goodreads.com/book/show/8709527-bloodlines
Obsidian (Lux, #1);www.goodreads.com/book/show/12578077-obsidian
Some Girls Bite (Chicagoland Vampires, #1);www.goodreads.com/book/show/4447622-some-girls-bite
Beyond the Highland Mist (Highlander, #1);www.goodreads.com/book/show/743599.Beyond_the_Highland_Mist
Succubus Blues (Georgina Kincaid, #1);www.goodreads.com/book/show/235718.Succubus_Blues
Dark Prince (Dark, #1);www.goodreads.com/book/show/28866.Dark_Prince
Evermore (The Immortals, #1);www.goodreads.com/book/show/3975774-evermore
Once Burned (Night Prince, #1);www.goodreads.com/book/show/7039218-once-burned
Glass Houses (The Morganville Vampires, #1);www.goodreads.com/book/show/27266.Glass_Houses
Covet (Fallen Angels, #1);www.goodreads.com/book/show/6289920-covet
A Quick Bite (Argeneau #1);www.goodreads.com/book/show/38568.A_Quick_Bite
The Summoning (Darkest Powers, #1);www.goodreads.com/book/show/2800905-the-summoning
First Grave on the Right (Charley Davidson, #1);www.goodreads.com/book/show/8788554-first-grave-on-the-right
Dragon Bound (Elder Races, #1);www.goodreads.com/book/show/9637479-dragon-bound
First Drop of Crimson (Night Huntress World, #1);www.goodreads.com/book/show/6547187-first-drop-of-crimson
A Kiss of Shadows (Merry Gentry, #1);www.goodreads.com/book/show/139417.A_Kiss_of_Shadows
Beautiful Creatures (Caster Chronicles, #1);www.goodreads.com/book/show/6304335-beautiful-creatures
Wicked Lovely (Wicked Lovely, #1);www.goodreads.com/book/show/305234.Wicked_Lovely
Blue Bloods (Blue Bloods, #1);www.goodreads.com/book/show/872333.Blue_Bloods
How to Marry a Millionaire Vampire (Love at Stake, #1);www.goodreads.com/book/show/263179.How_to_Marry_a_Millionaire_Vampire
"The Dream-Hunter (Dark-Hunter, #10; Dream-Hunter, #1)";www.goodreads.com/book/show/84132.The_Dream_Hunter
Jacob (Nightwalkers, #1);www.goodreads.com/book/show/111306.Jacob
Stray (Shifters, #1);www.goodreads.com/book/show/793399.Stray
Undead and Unwed (Undead, #1);www.goodreads.com/book/show/421129.Undead_and_Unwed
Full Moon Rising (Riley Jenson Guardian, #1);www.goodreads.com/book/show/172764.Full_Moon_Rising
Touch the Dark (Cassandra Palmer, #1);www.goodreads.com/book/show/67513.Touch_the_Dark
Storm Born (Dark Swan, #1);www.goodreads.com/book/show/2754510-storm-born
The Mane Event (Pride, #1);www.goodreads.com/book/show/341027.The_Mane_Event
Dragon Actually (Dragon Kin, #1);www.goodreads.com/book/show/3295695-dragon-actually
Tempting the Beast (Breeds, #1);www.goodreads.com/book/show/592806.Tempting_the_Beast
Shadowland (The Mediator, #1);www.goodreads.com/book/show/187811.Shadowland
A Discovery of Witches (All Souls, #1);www.goodreads.com/book/show/8667848-a-discovery-of-witches
Shadow Game (GhostWalkers, #1);www.goodreads.com/book/show/9553.Shadow_Game
Born of Night (The League: Nemesis Rising, #1);www.goodreads.com/book/show/2992061-born-of-night
Pack Challenge (Magnus Pack, #1);www.goodreads.com/book/show/112539.Pack_Challenge
Evernight (Evernight, #1);www.goodreads.com/book/show/2722413-evernight
Nice Girls Don't Have Fangs (Jane Jameson, #1);www.goodreads.com/book/show/5618698-nice-girls-don-t-have-fangs
Half-Blood (Covenant, #1);www.goodreads.com/book/show/9680718-half-blood
You Slay Me (Aisling Grey, #1);www.goodreads.com/book/show/50750.You_Slay_Me
Vampire Kisses (Vampire Kisses, #1);www.goodreads.com/book/show/263147.Vampire_Kisses
Mermen (The Mermen Trilogy, #1);www.goodreads.com/book/show/24958079-mermen
Lord of the Fading Lands (Tairen Soul, #1);www.goodreads.com/book/show/1584974.Lord_of_the_Fading_Lands
Wake (Wake, #1);www.goodreads.com/book/show/1661957.Wake
Born at Midnight (Shadow Falls, #1);www.goodreads.com/book/show/8705784-born-at-midnight
Midnight's Daughter (Dorina Basarab, #1);www.goodreads.com/book/show/3072254-midnight-s-daughter
"The Rogue Hunter (Argeneau, #10; Rogue Hunter, #1)";www.goodreads.com/book/show/2972472-the-rogue-hunter
Grave Sight (Harper Connelly, #1);www.goodreads.com/book/show/58077.Grave_Sight
Spider's Bite (Elemental Assassin, #1);www.goodreads.com/book/show/6611038-spider-s-bite
When Darkness Comes (Guardians of Eternity, #1);www.goodreads.com/book/show/72286.When_Darkness_Comes
Daughter of the Blood (The Black Jewels, #1);www.goodreads.com/book/show/47956.Daughter_of_the_Blood
Wings (Wings, #1);www.goodreads.com/book/show/5056084-wings
My Soul to Take (Soul Screamers, #1);www.goodreads.com/book/show/6315602-my-soul-to-take
Feral Sins (The Phoenix Pack, #1);www.goodreads.com/book/show/13522957-feral-sins
Need (Need, #1);www.goodreads.com/book/show/4070493-need
Night Pleasures (Dark-Hunter, #1);www.goodreads.com/book/show/6944032-night-pleasures
Strange Angels (Strange Angels, #1);www.goodreads.com/book/show/6006518-strange-angels
Pride Mates (Shifters Unbound, #1);www.goodreads.com/book/show/6668868-pride-mates
Grave Witch (Alex Craft, #1);www.goodreads.com/book/show/7823038-grave-witch
Fury (New Species, #1);www.goodreads.com/book/show/12063467-fury
Jewels of the Sun (Gallaghers of Ardmore, #1);www.goodreads.com/book/show/59810.Jewels_of_the_Sun
A Girl's Guide to Vampires (Dark Ones #1);www.goodreads.com/book/show/50788.A_Girl_s_Guide_to_Vampires
Switched (Trylle, #1);www.goodreads.com/book/show/8564935-switched
Unholy Ghosts (Downside Ghosts, #1);www.goodreads.com/book/show/6261189-unholy-ghosts
Vampire Knight, Vol. 1 (Vampire Knight, #1);www.goodreads.com/book/show/263145.Vampire_Knight_Vol_1
Written in Red (The Others, #1);www.goodreads.com/book/show/15711341-written-in-red
Kitty and the Midnight Hour (Kitty Norville, #1);www.goodreads.com/book/show/14461.Kitty_and_the_Midnight_Hour
Playing With Fire (Silver Dragons, #1);www.goodreads.com/book/show/2319370.Playing_With_Fire
If Angels Burn (Darkyn #1);www.goodreads.com/book/show/780878.If_Angels_Burn
My Sister’s Keeper;www.goodreads.com/book/show/10917.My_Sister_s_Keeper
Gone Girl;www.goodreads.com/book/show/19288043-gone-girl
Murder on the Orient Express (Hercule Poirot, #10);www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
Shutter Island;www.goodreads.com/book/show/21686.Shutter_Island
Angels & Demons (Robert Langdon, #1);www.goodreads.com/book/show/960.Angels_Demons
The Murder of Roger Ackroyd (Hercule Poirot, #4);www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd
Atonement;www.goodreads.com/book/show/6867.Atonement
The Thirteenth Tale;www.goodreads.com/book/show/40440.The_Thirteenth_Tale
Nineteen Minutes;www.goodreads.com/book/show/14866.Nineteen_Minutes
Breaking Dawn (The Twilight Saga, #4);www.goodreads.com/book/show/1162543.Breaking_Dawn
Murder on Family Grounds (Mary Wandwalker #3);www.goodreads.com/book/show/205338104-murder-on-family-grounds
The Westing Game;www.goodreads.com/book/show/902.The_Westing_Game
Holes (Holes, #1);www.goodreads.com/book/show/38709.Holes
The Firm;www.goodreads.com/book/show/5358.The_Firm
The Wasp Factory;www.goodreads.com/book/show/567678.The_Wasp_Factory
Invisible Monsters;www.goodreads.com/book/show/36236125-invisible-monsters
Twenty Years Later;www.goodreads.com/book/show/57645345-twenty-years-later
Presumed Innocent (Kindle County Legal Thriller, #1);www.goodreads.com/book/show/425029.Presumed_Innocent
Tell No One;www.goodreads.com/book/show/43933.Tell_No_One
The Lost Symbol (Robert Langdon, #3);www.goodreads.com/book/show/6411961-the-lost-symbol
The Secret History;www.goodreads.com/book/show/29044.The_Secret_History
The Girl on the Train;www.goodreads.com/book/show/22557272-the-girl-on-the-train
American Psycho;www.goodreads.com/book/show/28676.American_Psycho
Odd Thomas (Odd Thomas, #1);www.goodreads.com/book/show/14995.Odd_Thomas
Listen for the Lie;www.goodreads.com/book/show/127279000-listen-for-the-lie
Dark Places;www.goodreads.com/book/show/5886881-dark-places
Fingersmith;www.goodreads.com/book/show/8913370-fingersmith
"Echo Road (Mercy Kilpatrick, #9; Bree Taggert, #9)";www.goodreads.com/book/show/201788158-echo-road
Trainspotting (Mark Renton, #2);www.goodreads.com/book/show/135836.Trainspotting
Passions in Death (In Death, #59);www.goodreads.com/book/show/203578776-passions-in-death
In the Woods (Dublin Murder Squad, #1);www.goodreads.com/book/show/2459785.In_the_Woods
Deeper Than the Dead (Vera Boyett, #1);www.goodreads.com/book/show/198190467-deeper-than-the-dead
The Reaping (Steinbeck and Reed, #2);www.goodreads.com/book/show/198712881-the-reaping
Dangerous Play (Kate Green, #2);www.goodreads.com/book/show/198327636-dangerous-play
The Hound of the Baskervilles (Sherlock Holmes, #5);www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
What Lies in the Woods;www.goodreads.com/book/show/60784373-what-lies-in-the-woods
The Forgotten Garden;www.goodreads.com/book/show/3407877-the-forgotten-garden
Hart's Ridge (Hart's Ridge #1);www.goodreads.com/book/show/62711955-hart-s-ridge
Factotum;www.goodreads.com/book/show/497199.Factotum
Plain Truth;www.goodreads.com/book/show/14864.Plain_Truth
The End (A Series of Unfortunate Events, #13);www.goodreads.com/book/show/65112.The_End
Stripped Bare (Kate Fox, #1);www.goodreads.com/book/show/56198498-stripped-bare
Journey's Paradox (Journey Russo FBI Mystery Series Book 6);www.goodreads.com/book/show/217907238-journey-s-paradox
The Swimmer;www.goodreads.com/book/show/206766189-the-swimmer
The Thief (The Queen's Thief, #1);www.goodreads.com/book/show/448873.The_Thief
The Somerset Slayings (DI Haig Crime Thrillers, #1);www.goodreads.com/book/show/210263630-the-somerset-slayings
The Spy Who Came In from the Cold (George Smiley, #3);www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
The Silent Patient;www.goodreads.com/book/show/40097951-the-silent-patient
The Talented Mr. Ripley (Ripley, #1);www.goodreads.com/book/show/2247142.The_Talented_Mr_Ripley
Defending Jacob;www.goodreads.com/book/show/11367726-defending-jacob
On Her Watch (Bree Taggert, #8);www.goodreads.com/book/show/61138863-on-her-watch
Lunar Park;www.goodreads.com/book/show/4031.Lunar_Park
The Girl Who Played with Fire (Millennium, #2);www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire
Skagboys (Mark Renton, #1);www.goodreads.com/book/show/12926063-skagboys
The Patient's Secret;www.goodreads.com/book/show/57694667-the-patient-s-secret
The Last Thing She Ever Did;www.goodreads.com/book/show/35158801-the-last-thing-she-ever-did
Oedipus Rex  (The Theban Plays, #1);www.goodreads.com/book/show/1554.Oedipus_Rex
The Girl Who Kicked the Hornet’s Nest (Millennium, #3);www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
Mystic River;www.goodreads.com/book/show/21671.Mystic_River
Red Dragon (Hannibal Lecter, #1);www.goodreads.com/book/show/28877.Red_Dragon
The Bone Collector (Lincoln Rhyme, #1);www.goodreads.com/book/show/2373.The_Bone_Collector
The Shining (The Shining, #1);www.goodreads.com/book/show/11588.The_Shining
The Silence of the Lambs  (Hannibal Lecter, #2);www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs
Before I Go to Sleep;www.goodreads.com/book/show/9736930-before-i-go-to-sleep
Big Little Lies;www.goodreads.com/book/show/33516773-big-little-lies
None of This Is True;www.goodreads.com/book/show/62334530-none-of-this-is-true
Misery;www.goodreads.com/book/show/10614.Misery
Sharp Objects;www.goodreads.com/book/show/18045891-sharp-objects
Never Lie;www.goodreads.com/book/show/62080187-never-lie
Pretty Girls;www.goodreads.com/book/show/25574782-pretty-girls
The Woman in Cabin 10;www.goodreads.com/book/show/28187230-the-woman-in-cabin-10
The Woman in the Window;www.goodreads.com/book/show/40389527-the-woman-in-the-window
The Paris Apartment;www.goodreads.com/book/show/58468990-the-paris-apartment
Lock Every Door;www.goodreads.com/book/show/41837243-lock-every-door
The Family Upstairs (The Family Upstairs, #1);www.goodreads.com/book/show/43822820-the-family-upstairs
The Housemaid's Secret (The Housemaid, #2);www.goodreads.com/book/show/62848145-the-housemaid-s-secret
The Only One Left;www.goodreads.com/book/show/62703226-the-only-one-left
You (You, #1);www.goodreads.com/book/show/36430011-you
The Bourne Identity (Jason Bourne, #1);www.goodreads.com/book/show/7869.The_Bourne_Identity
Behind Closed Doors;www.goodreads.com/book/show/29437949-behind-closed-doors
A Time to Kill (Jake Brigance, #1);www.goodreads.com/book/show/32542.A_Time_to_Kill
Home Before Dark;www.goodreads.com/book/show/50833559-home-before-dark
Then She Was Gone;www.goodreads.com/book/show/35297426-then-she-was-gone
A Flicker in the Dark;www.goodreads.com/book/show/57693172-a-flicker-in-the-dark
No Exit;www.goodreads.com/book/show/35522836-no-exit
The Couple Next Door;www.goodreads.com/book/show/28815474-the-couple-next-door
The Last Thing He Told Me;www.goodreads.com/book/show/54981009-the-last-thing-he-told-me
Final Girls;www.goodreads.com/book/show/32796253-final-girls
The Day of the Jackal;www.goodreads.com/book/show/540020.The_Day_of_the_Jackal
Killing Floor (Jack Reacher #1);www.goodreads.com/book/show/78129.Killing_Floor
The Client;www.goodreads.com/book/show/5359.The_Client
The Hunt for Red October (Jack Ryan, #3);www.goodreads.com/book/show/19691.The_Hunt_for_Red_October
Those Empty Eyes;www.goodreads.com/book/show/62984900-those-empty-eyes
"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)";www.goodreads.com/book/show/40612032-the-lincoln-lawyer
Hidden Pictures;www.goodreads.com/book/show/58724923-hidden-pictures
It;www.goodreads.com/book/show/830502.It
Kiss the Girls (Alex Cross, #2);www.goodreads.com/book/show/13148.Kiss_the_Girls
The Pelican Brief;www.goodreads.com/book/show/32499.The_Pelican_Brief
Digital Fortress;www.goodreads.com/book/show/11125.Digital_Fortress
Jaws (Jaws, #1);www.goodreads.com/book/show/126232.Jaws
The Wrong Daughter;www.goodreads.com/book/show/199551453-the-wrong-daughter
"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)";www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy
Vigilante (Vigilante, #1);www.goodreads.com/book/show/6702002-vigilante
The Surgeon (Rizzoli & Isles, #1);www.goodreads.com/book/show/32263.The_Surgeon
Local Woman Missing;www.goodreads.com/book/show/57361474-local-woman-missing
Inferno (Robert Langdon, #4);www.goodreads.com/book/show/17212231-inferno
Hannibal (Hannibal Lecter, #3);www.goodreads.com/book/show/32418.Hannibal
The Bourne Supremacy (Jason Bourne, #2);www.goodreads.com/book/show/15769.The_Bourne_Supremacy
White Oleander;www.goodreads.com/book/show/32234.White_Oleander
The Erkeley Shadows;www.goodreads.com/book/show/202369408-the-erkeley-shadows
The General's Daughter;www.goodreads.com/book/show/98427.The_General_s_Daughter
The Bourne Ultimatum (Jason Bourne, #3);www.goodreads.com/book/show/31259.The_Bourne_Ultimatum
The Camel Club (The Camel Club, #1);www.goodreads.com/book/show/15158.The_Camel_Club
The Blue Bar (Blue Mumbai, #1);www.goodreads.com/book/show/59917933-the-blue-bar
The Woods;www.goodreads.com/book/show/43931.The_Woods
A Plague of Dissent;www.goodreads.com/book/show/16204097-a-plague-of-dissent
The Big Sleep (Philip Marlowe, #1);www.goodreads.com/book/show/2052.The_Big_Sleep
The Alienist (Dr. Laszlo Kreizler, #1);www.goodreads.com/book/show/40024.The_Alienist
One for the Money (Stephanie Plum, #1);www.goodreads.com/book/show/6853.One_for_the_Money
The Maltese Falcon;www.goodreads.com/book/show/29999.The_Maltese_Falcon
Midnight in the Garden of Good and Evil;www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil
The Complete Stories and Poems;www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems
The Mysterious Affair at Styles (Hercule Poirot, #1);www.goodreads.com/book/show/16343.The_Mysterious_Affair_at_Styles
A Study in Scarlet (Sherlock Holmes, #1);www.goodreads.com/book/show/102868.A_Study_in_Scarlet
The Woman in White;www.goodreads.com/book/show/5890.The_Woman_in_White
Postmortem (Kay Scarpetta, #1);www.goodreads.com/book/show/6534.Postmortem
A Is for Alibi (Kinsey Millhone #1);www.goodreads.com/book/show/64863.A_Is_for_Alibi
1st to Die (Women's Murder Club, #1);www.goodreads.com/book/show/13137.1st_to_Die
The Historian;www.goodreads.com/book/show/30236962-the-historian
Naked in Death (In Death, #1);www.goodreads.com/book/show/479309.Naked_in_Death
"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)";www.goodreads.com/book/show/32506.The_Poet
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1);www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
The Moonstone;www.goodreads.com/book/show/6138.The_Moonstone
Smilla's Sense of Snow;www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow
Gorky Park (Arkady Renko, #1);www.goodreads.com/book/show/762806.Gorky_Park
The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America;www.goodreads.com/book/show/397483.The_Devil_in_the_White_City
A Great Deliverance (Inspector Lynley, #1);www.goodreads.com/book/show/31374.A_Great_Deliverance
Eye of the Needle;www.goodreads.com/book/show/92364.Eye_of_the_Needle
No Country for Old Men;www.goodreads.com/book/show/12497.No_Country_for_Old_Men
The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1);www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice
Along Came a Spider (Alex Cross, #1);www.goodreads.com/book/show/13145.Along_Came_a_Spider
An Unsuitable Job for a Woman (Cordelia Gray, #1);www.goodreads.com/book/show/365307.An_Unsuitable_Job_for_a_Woman
The Black Dahlia (L.A. Quartet, #1);www.goodreads.com/book/show/21704.The_Black_Dahlia
"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)";www.goodreads.com/book/show/32508.The_Black_Echo
The Thin Man;www.goodreads.com/book/show/80616.The_Thin_Man
Different Seasons;www.goodreads.com/book/show/39662.Different_Seasons
Case Histories (Jackson Brodie, #1);www.goodreads.com/book/show/16243.Case_Histories
Deception Point;www.goodreads.com/book/show/976.Deception_Point
Crocodile on the Sandbank (Amelia Peabody #1);www.goodreads.com/book/show/188230.Crocodile_on_the_Sandbank
Snow Falling on Cedars;www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars
The Sweetness at the Bottom of the Pie (Flavia de Luce, #1);www.goodreads.com/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
Look Closer;www.goodreads.com/book/show/59316367-look-closer
Not Forever, But For Now;www.goodreads.com/book/show/101145468-not-forever-but-for-now
Gray After Dark;www.goodreads.com/book/show/204787816-gray-after-dark
Rules of Prey (Lucas Davenport, #1);www.goodreads.com/book/show/37301.Rules_of_Prey
Every Which Way But Dead (The Hollows, #3);www.goodreads.com/book/show/30263.Every_Which_Way_But_Dead
Empire of Storms (Throne of Glass, #5);www.goodreads.com/book/show/28260587-empire-of-storms
"Equal Rites (Discworld, #3; Witches, #1)";www.goodreads.com/book/show/34507.Equal_Rites
Cast in Shadow (Chronicles of Elantra, #1);www.goodreads.com/book/show/9542.Cast_in_Shadow
Rhapsody: Child of Blood (Symphony of Ages, #1);www.goodreads.com/book/show/261604.Rhapsody
Inkheart (Inkworld, #1);www.goodreads.com/book/show/28194.Inkheart
The Well of Ascension (Mistborn, #2);www.goodreads.com/book/show/68429.The_Well_of_Ascension
Dragonsinger (Harper Hall, #2);www.goodreads.com/book/show/28547.Dragonsinger
The Horse and His Boy (Chronicles of Narnia, #5);www.goodreads.com/book/show/84119.The_Horse_and_His_Boy
Clockwork Princess (The Infernal Devices, #3);www.goodreads.com/book/show/18335634-clockwork-princess
A Court of Wings and Ruin (A Court of Thorns and Roses, #3);www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin
Seraphina (Seraphina, #1);www.goodreads.com/book/show/19549841-seraphina
Elantris (Elantris, #1);www.goodreads.com/book/show/68427.Elantris
Polgara the Sorceress;www.goodreads.com/book/show/18884.Polgara_the_Sorceress
An Ember in the Ashes (An Ember in the Ashes, #1);www.goodreads.com/book/show/27774758-an-ember-in-the-ashes
The Queen of Attolia (The Queen's Thief, #2);www.goodreads.com/book/show/40158.The_Queen_of_Attolia
Rosemary and Rue (October Daye, #1);www.goodreads.com/book/show/6294549-rosemary-and-rue
The Mark of Athena (The Heroes of Olympus, #3);www.goodreads.com/book/show/12127750-the-mark-of-athena
The Riddle (The Books of Pellinor #2);www.goodreads.com/book/show/393145.The_Riddle
Storm Glass (Glass, #1);www.goodreads.com/book/show/6080889-storm-glass
Daughter of the Empire (The Empire Trilogy, #1);www.goodreads.com/book/show/589979.Daughter_of_the_Empire
The Book of Three (The Chronicles of Prydain, #1);www.goodreads.com/book/show/24780.The_Book_of_Three
The Bone Doll's Twin (The Tamír Triad, #1);www.goodreads.com/book/show/671560.The_Bone_Doll_s_Twin
Paladin of Souls (World of the Five Gods, #2);www.goodreads.com/book/show/61904.Paladin_of_Souls
First Rider's Call (Green Rider, #2);www.goodreads.com/book/show/147844.First_Rider_s_Call
Bloodhound (Beka Cooper, #2);www.goodreads.com/book/show/153779.Bloodhound
Dragonsong (Harper Hall, #1);www.goodreads.com/book/show/28541.Dragonsong
Warbreaker;www.goodreads.com/book/show/1268479.Warbreaker
"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)";www.goodreads.com/book/show/34511.Monstrous_Regiment
Wildwood Dancing (Wildwood, #1);www.goodreads.com/book/show/13929.Wildwood_Dancing
Wizard's First Rule (Sword of Truth, #1);www.goodreads.com/book/show/43889.Wizard_s_First_Rule
The Oathbound (Vows and Honor, #1);www.goodreads.com/book/show/176797.The_Oathbound
Destined for an Early Grave (Night Huntress, #4);www.goodreads.com/book/show/5604848-destined-for-an-early-grave
Red Queen (Red Queen, #1);www.goodreads.com/book/show/22328546-red-queen
City of Lost Souls (The Mortal Instruments, #5);www.goodreads.com/book/show/8755776-city-of-lost-souls
Clockwork Prince (The Infernal Devices, #2);www.goodreads.com/book/show/10025305-clockwork-prince
For a Few Demons More (The Hollows, #5);www.goodreads.com/book/show/30259.For_a_Few_Demons_More
Tithe (Modern Faerie Tales, #1);www.goodreads.com/book/show/46777.Tithe
Mystic and Rider (Twelve Houses, #1);www.goodreads.com/book/show/97967.Mystic_and_Rider
"Wyrd Sisters (Discworld, #6; Witches, #2)";www.goodreads.com/book/show/34504.Wyrd_Sisters
The Queen of the Tearling (The Queen of the Tearling, #1);www.goodreads.com/book/show/22864842-the-queen-of-the-tearling
Frost Burned (Mercy Thompson, #7);www.goodreads.com/book/show/13413589-frost-burned
The Fairy Godmother (Five Hundred Kingdoms, #1);www.goodreads.com/book/show/13982.The_Fairy_Godmother
Tehanu (Earthsea Cycle, #4);www.goodreads.com/book/show/13661.Tehanu
The Outlaw Demon Wails (The Hollows, #6);www.goodreads.com/book/show/1225621.The_Outlaw_Demon_Wails
Cast in Courtlight (Chronicles of Elantra, #2);www.goodreads.com/book/show/30189.Cast_in_Courtlight
Burn for Me (Hidden Legacy, #1);www.goodreads.com/book/show/20705702-burn-for-me
Clean Sweep (Innkeeper Chronicles, #1);www.goodreads.com/book/show/19090384-clean-sweep
Heart's Blood;www.goodreads.com/book/show/6278019-heart-s-blood
The Night Circus;www.goodreads.com/book/show/9361589-the-night-circus
A Fistful of Charms (The Hollows, #4);www.goodreads.com/book/show/30260.A_Fistful_of_Charms
Stop! Don't Read This, It's Impossible!;www.goodreads.com/book/show/40988046-stop-don-t-read-this-it-s-impossible
The Amber Spyglass (His Dark Materials, #3);www.goodreads.com/book/show/18122.The_Amber_Spyglass
Through Wolf's Eyes (Firekeeper Saga, #1);www.goodreads.com/book/show/66317.Through_Wolf_s_Eyes
Magic Rises (Kate Daniels, #6);www.goodreads.com/book/show/11544421-magic-rises
The Firebrand;www.goodreads.com/book/show/84544.The_Firebrand
Twice Bitten (Chicagoland Vampires, #3);www.goodreads.com/book/show/7060582-twice-bitten
The Mad Ship (Liveship Traders, #2);www.goodreads.com/book/show/45101.The_Mad_Ship
This Side of the Grave (Night Huntress, #5);www.goodreads.com/book/show/6871617-this-side-of-the-grave
Priestess of the White (Age of the Five, #1);www.goodreads.com/book/show/28248.Priestess_of_the_White
Maya's Magical Adventures;www.goodreads.com/book/show/35002208-maya-s-magical-adventures
The Hundred Thousand Kingdoms (Inheritance, #1);www.goodreads.com/book/show/6437061-the-hundred-thousand-kingdoms
The Scorpio Races;www.goodreads.com/book/show/10626594-the-scorpio-races
The Wrath and the Dawn (The Wrath and the Dawn, #1);www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn
Sandry's Book (Circle of Magic, #1);www.goodreads.com/book/show/58889.Sandry_s_Book
White Witch, Black Curse (The Hollows, #7);www.goodreads.com/book/show/3475268-white-witch-black-curse
Calling on Dragons (Enchanted Forest Chronicles, #3);www.goodreads.com/book/show/169879.Calling_on_Dragons
Eona: The Last Dragoneye (Eon, #2);www.goodreads.com/book/show/7992995-eona
The Raven Boys (The Raven Cycle, #1);www.goodreads.com/book/show/17675462-the-raven-boys
Fairest;www.goodreads.com/book/show/183660.Fairest
"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)";www.goodreads.com/book/show/34501.A_Hat_Full_of_Sky
The Gray Wolf Throne (Seven Realms, #3);www.goodreads.com/book/show/9409469-the-gray-wolf-throne
Air Awakens (Air Awakens, #1);www.goodreads.com/book/show/23127048-air-awakens
Friday Night Bites (Chicagoland Vampires, #2);www.goodreads.com/book/show/6319978-friday-night-bites
The Demon King (Seven Realms, #1);www.goodreads.com/book/show/6342491-the-demon-king
Searching for Dragons (Enchanted Forest Chronicles, #2);www.goodreads.com/book/show/169875.Searching_for_Dragons
Sorcery & Cecelia: or The Enchanted Chocolate Pot (Cecelia and Kate, #1);www.goodreads.com/book/show/64207.Sorcery_Cecelia
"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)";www.goodreads.com/book/show/7576115-i-shall-wear-midnight
Sheepfarmer's Daughter (The Deed of Paksenarrion, #1);www.goodreads.com/book/show/96278.Sheepfarmer_s_Daughter
White Eagle: Awakening;www.goodreads.com/book/show/45175646-white-eagle
City of Fallen Angels (The Mortal Instruments, #4);www.goodreads.com/book/show/6752378-city-of-fallen-angels
Rebel Angels (Gemma Doyle, #2);www.goodreads.com/book/show/51428.Rebel_Angels
Working for the Devil (Dante Valentine, #1);www.goodreads.com/book/show/277897.Working_for_the_Devil
Siege and Storm (The Shadow and Bone Trilogy, #2);www.goodreads.com/book/show/14061955-siege-and-storm
Child of the Prophecy (Sevenwaters, #3);www.goodreads.com/book/show/13925.Child_of_the_Prophecy
